,time,latitude,longitude,2m_temperature,diff
216474,2014-09-11 18:00:00,40.25,271.75,285.85037,-3.5471191
216529,2014-09-14 01:00:00,40.25,271.75,283.70093,-2.782318
216601,2014-09-17 01:00:00,40.25,271.75,285.05823,-3.8290405
216602,2014-09-17 02:00:00,40.25,271.75,284.14542,-2.539734
216603,2014-09-17 03:00:00,40.25,271.75,282.3888,-3.49292
216604,2014-09-17 04:00:00,40.25,271.75,282.0863,-3.1949768
216605,2014-09-17 05:00:00,40.25,271.75,281.1788,-3.990631
216606,2014-09-17 06:00:00,40.25,271.75,281.3203,-3.3570862
216724,2014-09-22 04:00:00,40.25,271.75,285.94867,-2.5380554
216725,2014-09-22 05:00:00,40.25,271.75,284.802,-2.5576782
216726,2014-09-22 06:00:00,40.25,271.75,283.47324,-2.5047302
216727,2014-09-22 07:00:00,40.25,271.75,282.26755,-3.6627808
216728,2014-09-22 08:00:00,40.25,271.75,281.5003,-2.5915527
216729,2014-09-22 09:00:00,40.25,271.75,281.03152,-2.595398
216775,2014-09-24 07:00:00,40.25,271.75,283.8417,-2.7662964
216864,2014-09-28 00:00:00,40.25,271.75,293.99396,-2.5783691
216895,2014-09-29 07:00:00,40.25,271.75,285.43054,-3.0166626
216915,2014-09-30 03:00:00,40.25,271.75,291.28687,-2.6111145
216916,2014-09-30 04:00:00,40.25,271.75,289.88635,-3.3278809
216918,2014-09-30 06:00:00,40.25,271.75,289.0844,-2.989685
216936,2014-10-01 00:00:00,40.25,271.75,289.70743,-2.567627
216997,2014-10-03 13:00:00,40.25,271.75,287.2764,-3.1012878
217005,2014-10-03 21:00:00,40.25,271.75,284.51764,-2.9267273
217006,2014-10-03 22:00:00,40.25,271.75,282.1797,-2.6753845
217060,2014-10-06 04:00:00,40.25,271.75,281.01102,-2.839508
217109,2014-10-08 05:00:00,40.25,271.75,283.4155,-2.5100098
217110,2014-10-08 06:00:00,40.25,271.75,282.12354,-2.8908386
217111,2014-10-08 07:00:00,40.25,271.75,281.54614,-3.52005
217546,2014-10-26 10:00:00,40.25,271.75,278.80368,-3.535675
217547,2014-10-26 11:00:00,40.25,271.75,278.52823,-3.0015259
217548,2014-10-26 12:00:00,40.25,271.75,277.73428,-2.990448
217596,2014-10-28 12:00:00,40.25,271.75,285.77402,-2.732727
217635,2014-10-30 03:00:00,40.25,271.75,276.92288,-3.4395447
217930,2014-11-11 10:00:00,40.25,271.75,284.49155,-2.5558167
217935,2014-11-11 15:00:00,40.25,271.75,279.13007,-4.0347595
217936,2014-11-11 16:00:00,40.25,271.75,276.79233,-2.7720337
218021,2014-11-15 05:00:00,40.25,271.75,265.95798,-2.7016296
218023,2014-11-15 07:00:00,40.25,271.75,264.84012,-2.850586
218170,2014-11-21 10:00:00,40.25,271.75,261.70493,-2.7158203
218245,2014-11-24 13:00:00,40.25,271.75,277.25046,-4.003357
218279,2014-11-25 23:00:00,40.25,271.75,269.65076,-2.6275024
218396,2014-11-30 20:00:00,40.25,271.75,286.1546,-3.2903137
218397,2014-11-30 21:00:00,40.25,271.75,282.15414,-4.3995056
218398,2014-11-30 22:00:00,40.25,271.75,278.7258,-3.9031677
218686,2014-12-12 22:00:00,40.25,271.75,274.81924,-2.5318298
219463,2015-01-14 07:00:00,40.25,271.75,255.2781,-2.5115662
219994,2015-02-05 10:00:00,40.25,271.75,253.68265,-2.6583862
220078,2015-02-08 22:00:00,40.25,271.75,280.4605,-2.9570618
220079,2015-02-08 23:00:00,40.25,271.75,277.90436,-3.7371216
220752,2015-03-09 00:00:00,40.25,271.75,278.9002,-3.2229004
220774,2015-03-09 22:00:00,40.25,271.75,282.2758,-3.3401184
220775,2015-03-09 23:00:00,40.25,271.75,281.4424,-3.476532
220906,2015-03-15 10:00:00,40.25,271.75,272.9841,-2.5480652
220952,2015-03-17 08:00:00,40.25,271.75,283.38834,-4.373993
220953,2015-03-17 09:00:00,40.25,271.75,279.68042,-2.9822388
221158,2015-03-25 22:00:00,40.25,271.75,280.9318,-2.721466
221159,2015-03-25 23:00:00,40.25,271.75,280.94675,-2.6139832
221160,2015-03-26 00:00:00,40.25,271.75,280.17847,-2.8051758
221544,2015-04-11 00:00:00,40.25,271.75,285.93027,-3.6701355
222743,2015-05-30 23:00:00,40.25,271.75,290.1029,-3.5281372
222744,2015-05-31 00:00:00,40.25,271.75,286.23465,-3.9075928
223054,2015-06-12 22:00:00,40.25,271.75,299.30365,-3.6717834
223123,2015-06-15 19:00:00,40.25,271.75,298.7713,-3.0648193
223196,2015-06-18 20:00:00,40.25,271.75,296.7532,-3.1010437
223197,2015-06-18 21:00:00,40.25,271.75,296.0037,-3.209381
223794,2015-07-13 18:00:00,40.25,271.75,300.20627,-2.5405273
223807,2015-07-14 07:00:00,40.25,271.75,295.13943,-2.8989258
223808,2015-07-14 08:00:00,40.25,271.75,294.78864,-3.1339722
223809,2015-07-14 09:00:00,40.25,271.75,294.75452,-3.0598145
224669,2015-08-19 05:00:00,40.25,271.75,295.83472,-2.5487366
224780,2015-08-23 20:00:00,40.25,271.75,293.9734,-3.9494324
224781,2015-08-23 21:00:00,40.25,271.75,295.66037,-2.9030457
224793,2015-08-24 09:00:00,40.25,271.75,287.26773,-2.7874146
224839,2015-08-26 07:00:00,40.25,271.75,287.46756,-3.8208618
224840,2015-08-26 08:00:00,40.25,271.75,287.45398,-3.496704
224841,2015-08-26 09:00:00,40.25,271.75,288.07394,-2.924469
224859,2015-08-27 03:00:00,40.25,271.75,289.63663,-2.7294922
224883,2015-08-28 03:00:00,40.25,271.75,291.14838,-2.6946106
225071,2015-09-04 23:00:00,40.25,271.75,303.3733,-2.6200256
225096,2015-09-06 00:00:00,40.25,271.75,301.72592,-2.712799
225215,2015-09-10 23:00:00,40.25,271.75,295.83212,-2.6717834
225216,2015-09-11 00:00:00,40.25,271.75,294.2151,-3.7261963
225219,2015-09-11 03:00:00,40.25,271.75,290.95166,-2.6444397
225322,2015-09-15 10:00:00,40.25,271.75,287.87592,-2.5502014
225408,2015-09-19 00:00:00,40.25,271.75,298.54337,-2.7297363
225418,2015-09-19 10:00:00,40.25,271.75,290.9065,-3.007721
225419,2015-09-19 11:00:00,40.25,271.75,289.58218,-2.854248
225442,2015-09-20 10:00:00,40.25,271.75,282.31778,-2.6000977
225514,2015-09-23 10:00:00,40.25,271.75,284.45425,-2.99115
225538,2015-09-24 10:00:00,40.25,271.75,285.5818,-3.0203247
225539,2015-09-24 11:00:00,40.25,271.75,285.61414,-2.486969
225562,2015-09-25 10:00:00,40.25,271.75,286.37967,-2.6765137
225915,2015-10-10 03:00:00,40.25,271.75,284.40924,-2.8362122
225916,2015-10-10 04:00:00,40.25,271.75,283.80917,-2.539795
225917,2015-10-10 05:00:00,40.25,271.75,282.60898,-3.0527344
225918,2015-10-10 06:00:00,40.25,271.75,281.7714,-3.0274353
225919,2015-10-10 07:00:00,40.25,271.75,280.4018,-3.7174377
225921,2015-10-10 09:00:00,40.25,271.75,279.56738,-2.615326
225922,2015-10-10 10:00:00,40.25,271.75,277.99194,-4.041107
225923,2015-10-10 11:00:00,40.25,271.75,277.50903,-4.307129
225924,2015-10-10 12:00:00,40.25,271.75,276.95645,-4.371002
225925,2015-10-10 13:00:00,40.25,271.75,278.5857,-3.5939636
225936,2015-10-11 00:00:00,40.25,271.75,287.5427,-2.6775818
225939,2015-10-11 03:00:00,40.25,271.75,284.17487,-2.6167603
225940,2015-10-11 04:00:00,40.25,271.75,283.72122,-2.5858154
225941,2015-10-11 05:00:00,40.25,271.75,283.24414,-2.578308
226018,2015-10-14 10:00:00,40.25,271.75,279.3217,-3.0654602
226019,2015-10-14 11:00:00,40.25,271.75,278.91733,-3.1820679
226020,2015-10-14 12:00:00,40.25,271.75,279.1187,-2.5072632
226032,2015-10-15 00:00:00,40.25,271.75,285.8101,-3.2502441
226035,2015-10-15 03:00:00,40.25,271.75,280.9791,-2.8302917
226036,2015-10-15 04:00:00,40.25,271.75,280.5683,-2.6107178
226037,2015-10-15 05:00:00,40.25,271.75,279.9784,-2.7750244
226038,2015-10-15 06:00:00,40.25,271.75,279.11243,-3.082611
226042,2015-10-15 10:00:00,40.25,271.75,278.7279,-2.6271667
226043,2015-10-15 11:00:00,40.25,271.75,278.7082,-2.59729
226045,2015-10-15 13:00:00,40.25,271.75,280.24295,-2.5168762
226066,2015-10-16 10:00:00,40.25,271.75,278.04916,-3.5708618
226067,2015-10-16 11:00:00,40.25,271.75,277.82303,-3.3963318
226068,2015-10-16 12:00:00,40.25,271.75,277.73883,-3.1394043
226089,2015-10-17 09:00:00,40.25,271.75,275.1388,-2.707306
226090,2015-10-17 10:00:00,40.25,271.75,273.79953,-3.6968384
226091,2015-10-17 11:00:00,40.25,271.75,273.54205,-3.5852356
226092,2015-10-17 12:00:00,40.25,271.75,273.4735,-3.1719055
226104,2015-10-18 00:00:00,40.25,271.75,279.0649,-2.5411987
226106,2015-10-18 02:00:00,40.25,271.75,275.99942,-3.2681885
226107,2015-10-18 03:00:00,40.25,271.75,274.69986,-3.4911804
226108,2015-10-18 04:00:00,40.25,271.75,274.61023,-2.984497
226109,2015-10-18 05:00:00,40.25,271.75,274.82434,-2.6527405
226111,2015-10-18 07:00:00,40.25,271.75,274.91895,-2.5420227
226114,2015-10-18 10:00:00,40.25,271.75,272.69824,-3.4331055
226115,2015-10-18 11:00:00,40.25,271.75,272.514,-3.506134
226116,2015-10-18 12:00:00,40.25,271.75,272.53723,-3.2895203
226117,2015-10-18 13:00:00,40.25,271.75,273.3754,-3.104065
226282,2015-10-25 10:00:00,40.25,271.75,280.4746,-3.4144592
226283,2015-10-25 11:00:00,40.25,271.75,280.2445,-3.5454407
226284,2015-10-25 12:00:00,40.25,271.75,280.36035,-2.9371948
226285,2015-10-25 13:00:00,40.25,271.75,280.5476,-2.5006409
226295,2015-10-25 23:00:00,40.25,271.75,286.86493,-2.6960754
226296,2015-10-26 00:00:00,40.25,271.75,284.51675,-2.5845337
226299,2015-10-26 03:00:00,40.25,271.75,281.2958,-3.1159973
226300,2015-10-26 04:00:00,40.25,271.75,281.0597,-2.6789856
226301,2015-10-26 05:00:00,40.25,271.75,280.46088,-2.7748718
226306,2015-10-26 10:00:00,40.25,271.75,277.32016,-3.490509
226307,2015-10-26 11:00:00,40.25,271.75,277.46524,-3.1159668
226308,2015-10-26 12:00:00,40.25,271.75,277.68286,-2.72818
226309,2015-10-26 13:00:00,40.25,271.75,278.0486,-2.5401917
226369,2015-10-29 01:00:00,40.25,271.75,281.4052,-3.0626526
226511,2015-11-03 23:00:00,40.25,271.75,290.22964,-3.4950562
226517,2015-11-04 05:00:00,40.25,271.75,285.4651,-2.606659
226570,2015-11-06 10:00:00,40.25,271.75,285.77197,-4.774353
226571,2015-11-06 11:00:00,40.25,271.75,283.43805,-4.106262
226594,2015-11-07 10:00:00,40.25,271.75,276.00742,-2.6431274
226618,2015-11-08 10:00:00,40.25,271.75,271.6997,-2.8735962
226619,2015-11-08 11:00:00,40.25,271.75,271.26462,-2.9206848
226642,2015-11-09 10:00:00,40.25,271.75,271.88492,-2.6090088
226667,2015-11-10 11:00:00,40.25,271.75,273.23596,-2.9238892
226668,2015-11-10 12:00:00,40.25,271.75,271.88922,-2.962494
226755,2015-11-14 03:00:00,40.25,271.75,274.98026,-2.6822205
226759,2015-11-14 07:00:00,40.25,271.75,272.49768,-2.5633545
226763,2015-11-14 11:00:00,40.25,271.75,270.35043,-3.3175354
226764,2015-11-14 12:00:00,40.25,271.75,270.07007,-2.6478882
226786,2015-11-15 10:00:00,40.25,271.75,277.59842,-3.2132874
226787,2015-11-15 11:00:00,40.25,271.75,277.34332,-3.0535889
226788,2015-11-15 12:00:00,40.25,271.75,277.4206,-2.5699768
226906,2015-11-20 10:00:00,40.25,271.75,271.8627,-2.8101501
226907,2015-11-20 11:00:00,40.25,271.75,271.7393,-2.7015076
226999,2015-11-24 07:00:00,40.25,271.75,268.65012,-2.5779724
227081,2015-11-27 17:00:00,40.25,271.75,280.6823,-3.5741882
227254,2015-12-04 22:00:00,40.25,271.75,277.65717,-2.8842773
227482,2015-12-14 10:00:00,40.25,271.75,286.14273,-2.5350037
227542,2015-12-16 22:00:00,40.25,271.75,283.7836,-2.6712036
227543,2015-12-16 23:00:00,40.25,271.75,281.4372,-2.8817139
227716,2015-12-24 04:00:00,40.25,271.75,283.42053,-2.901245
228181,2016-01-12 13:00:00,40.25,271.75,266.3555,-2.8728333
228260,2016-01-15 20:00:00,40.25,271.75,275.82785,-3.8241577
228261,2016-01-15 21:00:00,40.25,271.75,274.64984,-3.524475
228262,2016-01-15 22:00:00,40.25,271.75,273.78027,-2.5003662
228298,2016-01-17 10:00:00,40.25,271.75,261.79385,-2.8909302
228299,2016-01-17 11:00:00,40.25,271.75,261.32187,-2.4867554
228383,2016-01-20 23:00:00,40.25,271.75,264.36795,-3.78125
228384,2016-01-21 00:00:00,40.25,271.75,263.27515,-2.7731323
228385,2016-01-21 01:00:00,40.25,271.75,262.49026,-2.8886414
228386,2016-01-21 02:00:00,40.25,271.75,262.21182,-2.689972
228387,2016-01-21 03:00:00,40.25,271.75,261.7025,-3.019806
228388,2016-01-21 04:00:00,40.25,271.75,261.72705,-2.5566406
228623,2016-01-30 23:00:00,40.25,271.75,281.13715,-3.0170593
228647,2016-01-31 23:00:00,40.25,271.75,283.84998,-2.6105347
229001,2016-02-15 17:00:00,40.25,271.75,271.47357,-2.571106
229002,2016-02-15 18:00:00,40.25,271.75,271.6496,-3.4303284
229031,2016-02-16 23:00:00,40.25,271.75,274.40305,-2.9954834
229176,2016-02-23 00:00:00,40.25,271.75,277.1814,-2.5327759
229323,2016-02-29 03:00:00,40.25,271.75,281.11197,-3.1942139
229361,2016-03-01 17:00:00,40.25,271.75,281.95206,-2.9946594
229362,2016-03-01 18:00:00,40.25,271.75,276.21378,-7.2232056
229363,2016-03-01 19:00:00,40.25,271.75,272.25632,-4.276306
229364,2016-03-01 20:00:00,40.25,271.75,271.32278,-3.1508484
229365,2016-03-01 21:00:00,40.25,271.75,270.77747,-2.7817383
229675,2016-03-14 19:00:00,40.25,271.75,286.1445,-3.6205444
229676,2016-03-14 20:00:00,40.25,271.75,286.42902,-3.636444
229677,2016-03-14 21:00:00,40.25,271.75,287.19427,-2.9809875
229917,2016-03-24 21:00:00,40.25,271.75,285.32593,-2.9006653
229918,2016-03-24 22:00:00,40.25,271.75,282.39005,-3.9488525
229919,2016-03-24 23:00:00,40.25,271.75,278.19662,-5.9184265
229920,2016-03-25 00:00:00,40.25,271.75,276.68686,-2.9837646
229990,2016-03-27 22:00:00,40.25,271.75,285.98428,-2.5519714
229991,2016-03-27 23:00:00,40.25,271.75,281.81934,-3.52182
230083,2016-03-31 19:00:00,40.25,271.75,289.4782,-5.057678
230170,2016-04-04 10:00:00,40.25,271.75,278.35562,-6.037689
230321,2016-04-10 17:00:00,40.25,271.75,280.95743,-2.7169495
230709,2016-04-26 21:00:00,40.25,271.75,291.07623,-4.352661
230710,2016-04-26 22:00:00,40.25,271.75,291.64145,-2.5138855
230711,2016-04-26 23:00:00,40.25,271.75,289.2775,-3.4355164
230712,2016-04-27 00:00:00,40.25,271.75,287.48325,-3.128418
230713,2016-04-27 01:00:00,40.25,271.75,285.56253,-3.0731506
231427,2016-05-26 19:00:00,40.25,271.75,297.0829,-2.7330017
231428,2016-05-26 20:00:00,40.25,271.75,297.4607,-3.1343994
231429,2016-05-26 21:00:00,40.25,271.75,298.1966,-3.0970154
231433,2016-05-27 01:00:00,40.25,271.75,297.85272,-2.5513916
231885,2016-06-14 21:00:00,40.25,271.75,299.82037,-3.5404968
231887,2016-06-14 23:00:00,40.25,271.75,300.29263,-2.519226
232074,2016-06-22 18:00:00,40.25,271.75,300.47473,-2.5567322
232174,2016-06-26 22:00:00,40.25,271.75,299.48328,-2.8276978
232251,2016-06-30 03:00:00,40.25,271.75,290.1316,-3.1049194
232406,2016-07-06 14:00:00,40.25,271.75,294.40424,-3.8215942
232407,2016-07-06 15:00:00,40.25,271.75,296.3106,-3.954834
232408,2016-07-06 16:00:00,40.25,271.75,297.85608,-3.7400818
232409,2016-07-06 17:00:00,40.25,271.75,299.85654,-2.975525
232432,2016-07-07 16:00:00,40.25,271.75,296.88937,-2.6925964
232433,2016-07-07 17:00:00,40.25,271.75,297.64417,-3.118103
232434,2016-07-07 18:00:00,40.25,271.75,298.4463,-3.0198975
232435,2016-07-07 19:00:00,40.25,271.75,298.88773,-3.330597
232436,2016-07-07 20:00:00,40.25,271.75,299.60507,-2.6672668
232582,2016-07-13 22:00:00,40.25,271.75,295.8258,-2.7003174
232583,2016-07-13 23:00:00,40.25,271.75,295.05997,-3.373291
232584,2016-07-14 00:00:00,40.25,271.75,295.41803,-3.7267456
232585,2016-07-14 01:00:00,40.25,271.75,294.1514,-4.8339844
232586,2016-07-14 02:00:00,40.25,271.75,294.00006,-3.8659973
232587,2016-07-14 03:00:00,40.25,271.75,293.8338,-3.561554
232588,2016-07-14 04:00:00,40.25,271.75,294.2747,-3.066925
232589,2016-07-14 05:00:00,40.25,271.75,294.23547,-3.019043
232673,2016-07-17 17:00:00,40.25,271.75,298.86606,-2.7053528
232674,2016-07-17 18:00:00,40.25,271.75,299.81012,-2.759674
232790,2016-07-22 14:00:00,40.25,271.75,297.0511,-2.7208862
232850,2016-07-25 02:00:00,40.25,271.75,299.7526,-3.0019531
233167,2016-08-07 07:00:00,40.25,271.75,291.6978,-3.609497
233168,2016-08-07 08:00:00,40.25,271.75,291.04242,-3.2860107
233169,2016-08-07 09:00:00,40.25,271.75,289.76822,-4.4537964
233212,2016-08-09 04:00:00,40.25,271.75,295.5592,-3.2953491
233242,2016-08-10 10:00:00,40.25,271.75,293.88278,-2.6727295
234264,2016-09-22 00:00:00,40.25,271.75,296.62506,-3.2686768
234387,2016-09-27 03:00:00,40.25,271.75,286.16153,-2.7853699
234390,2016-09-27 06:00:00,40.25,271.75,284.61627,-2.5438538
234391,2016-09-27 07:00:00,40.25,271.75,284.86475,-2.5127563
234394,2016-09-27 10:00:00,40.25,271.75,283.46823,-2.8613281
234395,2016-09-27 11:00:00,40.25,271.75,283.6135,-2.7330627
234396,2016-09-27 12:00:00,40.25,271.75,283.51373,-2.8073425
234651,2016-10-08 03:00:00,40.25,271.75,284.17673,-2.6381226
234658,2016-10-08 10:00:00,40.25,271.75,279.6613,-3.0892944
234659,2016-10-08 11:00:00,40.25,271.75,279.45715,-3.0207825
234660,2016-10-08 12:00:00,40.25,271.75,279.2773,-2.731018
234673,2016-10-09 01:00:00,40.25,271.75,286.1171,-2.5519104
234766,2016-10-12 22:00:00,40.25,271.75,288.9692,-2.5233765
234767,2016-10-12 23:00:00,40.25,271.75,287.18173,-2.5202332
235042,2016-10-24 10:00:00,40.25,271.75,280.5603,-2.738617
235110,2016-10-27 06:00:00,40.25,271.75,286.0815,-2.6693726
235128,2016-10-28 00:00:00,40.25,271.75,281.94165,-2.774994
235203,2016-10-31 03:00:00,40.25,271.75,282.15244,-2.5977173
235206,2016-10-31 06:00:00,40.25,271.75,280.08978,-2.7312622
235207,2016-10-31 07:00:00,40.25,271.75,279.7964,-2.5796204
235209,2016-10-31 09:00:00,40.25,271.75,279.04263,-2.8352356
235210,2016-10-31 10:00:00,40.25,271.75,278.6304,-2.968933
235212,2016-10-31 12:00:00,40.25,271.75,279.2924,-2.5132751
235295,2016-11-03 23:00:00,40.25,271.75,288.39,-3.0949707
235375,2016-11-07 07:00:00,40.25,271.75,279.98856,-3.0508423
235378,2016-11-07 10:00:00,40.25,271.75,277.91565,-2.8861694
235379,2016-11-07 11:00:00,40.25,271.75,277.72382,-2.7109985
235391,2016-11-07 23:00:00,40.25,271.75,287.03195,-2.5906982
235426,2016-11-09 10:00:00,40.25,271.75,278.98627,-2.5326538
235447,2016-11-10 07:00:00,40.25,271.75,275.54163,-2.6640015
235498,2016-11-12 10:00:00,40.25,271.75,271.41223,-3.89682
235499,2016-11-12 11:00:00,40.25,271.75,270.9106,-3.676117
235512,2016-11-13 00:00:00,40.25,271.75,279.02704,-3.118225
235513,2016-11-13 01:00:00,40.25,271.75,276.24887,-3.5818481
235522,2016-11-13 10:00:00,40.25,271.75,271.7841,-2.7872925
235523,2016-11-13 11:00:00,40.25,271.75,271.54413,-2.9165955
235524,2016-11-13 12:00:00,40.25,271.75,271.71143,-2.7047424
235525,2016-11-13 13:00:00,40.25,271.75,271.90475,-2.52359
235570,2016-11-15 10:00:00,40.25,271.75,276.881,-2.8277893
235594,2016-11-16 10:00:00,40.25,271.75,276.81174,-2.5971985
235607,2016-11-16 23:00:00,40.25,271.75,284.8649,-2.7025146
235654,2016-11-18 22:00:00,40.25,271.75,285.41745,-4.28302
235655,2016-11-18 23:00:00,40.25,271.75,283.8141,-2.7148743
235713,2016-11-21 09:00:00,40.25,271.75,267.2377,-2.9439087
235866,2016-11-27 18:00:00,40.25,271.75,278.37393,-2.500763
236362,2016-12-18 10:00:00,40.25,271.75,261.4536,-2.9689941
236549,2016-12-26 05:00:00,40.25,271.75,282.70203,-2.903534
236550,2016-12-26 06:00:00,40.25,271.75,284.23306,-3.3226318
236553,2016-12-26 09:00:00,40.25,271.75,285.58032,-2.981018
236554,2016-12-26 10:00:00,40.25,271.75,285.2172,-3.4082947
236555,2016-12-26 11:00:00,40.25,271.75,285.34317,-3.6598206
236556,2016-12-26 12:00:00,40.25,271.75,285.63367,-3.5632935
236557,2016-12-26 13:00:00,40.25,271.75,285.48843,-3.705536
236558,2016-12-26 14:00:00,40.25,271.75,285.32983,-3.6865845
236559,2016-12-26 15:00:00,40.25,271.75,285.23203,-3.538208
236560,2016-12-26 16:00:00,40.25,271.75,285.38763,-3.285614
236561,2016-12-26 17:00:00,40.25,271.75,285.75372,-3.0866394
236562,2016-12-26 18:00:00,40.25,271.75,287.00317,-2.4832458
236700,2017-01-01 12:00:00,40.25,271.75,265.95526,-2.6414185
236701,2017-01-01 13:00:00,40.25,271.75,265.4604,-2.5596008
236831,2017-01-06 23:00:00,40.25,271.75,258.9968,-2.6392212
236832,2017-01-07 00:00:00,40.25,271.75,258.2495,-2.753479
236833,2017-01-07 01:00:00,40.25,271.75,257.82214,-2.5915222
236834,2017-01-07 02:00:00,40.25,271.75,257.26566,-2.7833557
236835,2017-01-07 03:00:00,40.25,271.75,256.7151,-2.9546509
236836,2017-01-07 04:00:00,40.25,271.75,256.40793,-2.8475647
236837,2017-01-07 05:00:00,40.25,271.75,255.9835,-2.923355
236838,2017-01-07 06:00:00,40.25,271.75,255.68227,-2.9868317
236866,2017-01-08 10:00:00,40.25,271.75,256.75687,-2.7522278
236927,2017-01-10 23:00:00,40.25,271.75,280.68967,-3.7729187
236928,2017-01-11 00:00:00,40.25,271.75,277.42978,-2.9741516
237394,2017-01-30 10:00:00,40.25,271.75,263.71124,-3.2470093
237395,2017-01-30 11:00:00,40.25,271.75,263.54837,-3.0336304
237396,2017-01-30 12:00:00,40.25,271.75,263.08145,-3.216034
237397,2017-01-30 13:00:00,40.25,271.75,262.5634,-3.2278137
237511,2017-02-04 07:00:00,40.25,271.75,262.5483,-3.0795898
237647,2017-02-09 23:00:00,40.25,271.75,266.95123,-2.5585327
237648,2017-02-10 00:00:00,40.25,271.75,264.56216,-3.6085815
237654,2017-02-10 06:00:00,40.25,271.75,264.1294,-2.5830688
237970,2017-02-23 10:00:00,40.25,271.75,282.4066,-2.5180054
238112,2017-03-01 08:00:00,40.25,271.75,285.94186,-2.9768372
238114,2017-03-01 10:00:00,40.25,271.75,283.85852,-2.5421448
238115,2017-03-01 11:00:00,40.25,271.75,283.803,-2.5691223
238119,2017-03-01 15:00:00,40.25,271.75,279.8152,-3.0593567
238258,2017-03-07 10:00:00,40.25,271.75,284.36652,-4.4830627
238259,2017-03-07 11:00:00,40.25,271.75,283.3777,-3.857788
238282,2017-03-08 10:00:00,40.25,271.75,276.644,-2.742096
238822,2017-03-30 22:00:00,40.25,271.75,290.17017,-3.1039429
238823,2017-03-30 23:00:00,40.25,271.75,288.21805,-3.0518494
239482,2017-04-27 10:00:00,40.25,271.75,283.98422,-3.5734558
239483,2017-04-27 11:00:00,40.25,271.75,281.0277,-3.4382935
239497,2017-04-28 01:00:00,40.25,271.75,282.40353,-3.0159302
239514,2017-04-28 18:00:00,40.25,271.75,285.8153,-3.1889648
239515,2017-04-28 19:00:00,40.25,271.75,285.20993,-3.8617249
239516,2017-04-28 20:00:00,40.25,271.75,286.32446,-2.9406738
239549,2017-04-30 05:00:00,40.25,271.75,290.29114,-2.7063599
239550,2017-04-30 06:00:00,40.25,271.75,288.56134,-3.9315796
239562,2017-04-30 18:00:00,40.25,271.75,291.41095,-2.9204407
239574,2017-05-01 06:00:00,40.25,271.75,288.18243,-2.5950317
239575,2017-05-01 07:00:00,40.25,271.75,286.7432,-3.393921
239576,2017-05-01 08:00:00,40.25,271.75,284.79135,-4.226013
239577,2017-05-01 09:00:00,40.25,271.75,283.67627,-3.67099
240022,2017-05-19 22:00:00,40.25,271.75,287.59467,-2.5757446
240647,2017-06-14 23:00:00,40.25,271.75,301.9344,-2.732666
240648,2017-06-15 00:00:00,40.25,271.75,300.6545,-3.4974365
240649,2017-06-15 01:00:00,40.25,271.75,297.7192,-4.45813
240651,2017-06-15 03:00:00,40.25,271.75,295.5788,-2.7666626
240891,2017-06-25 03:00:00,40.25,271.75,289.01584,-2.776001
241004,2017-06-29 20:00:00,40.25,271.75,301.8175,-2.5148315
241025,2017-06-30 17:00:00,40.25,271.75,297.61435,-2.708191
241207,2017-07-08 07:00:00,40.25,271.75,293.3049,-3.0221863
241266,2017-07-10 18:00:00,40.25,271.75,303.6872,-2.7265015
241272,2017-07-11 00:00:00,40.25,271.75,301.21558,-4.5189514
241289,2017-07-11 17:00:00,40.25,271.75,299.53955,-2.639679
241290,2017-07-11 18:00:00,40.25,271.75,300.1344,-3.092041
241291,2017-07-11 19:00:00,40.25,271.75,300.58255,-3.0239563
241292,2017-07-11 20:00:00,40.25,271.75,301.093,-2.7095032
241293,2017-07-11 21:00:00,40.25,271.75,301.3723,-2.6696777
241315,2017-07-12 19:00:00,40.25,271.75,303.22937,-2.7479248
241316,2017-07-12 20:00:00,40.25,271.75,303.3639,-2.6618958
241414,2017-07-16 22:00:00,40.25,271.75,300.61588,-2.8981628
241465,2017-07-19 01:00:00,40.25,271.75,302.10822,-2.6216125
241502,2017-07-20 14:00:00,40.25,271.75,298.89536,-3.3175354
241503,2017-07-20 15:00:00,40.25,271.75,301.0409,-3.505066
241504,2017-07-20 16:00:00,40.25,271.75,302.76917,-3.3380127
241505,2017-07-20 17:00:00,40.25,271.75,304.15756,-3.2893372
241535,2017-07-21 23:00:00,40.25,271.75,304.82062,-3.0636292
241549,2017-07-22 13:00:00,40.25,271.75,297.6126,-3.074646
241550,2017-07-22 14:00:00,40.25,271.75,298.75735,-3.3134155
241551,2017-07-22 15:00:00,40.25,271.75,301.09875,-3.0728455
241552,2017-07-22 16:00:00,40.25,271.75,302.32144,-3.6206055
241553,2017-07-22 17:00:00,40.25,271.75,303.4847,-3.8244324
241554,2017-07-22 18:00:00,40.25,271.75,305.17307,-3.242157
241850,2017-08-04 02:00:00,40.25,271.75,296.47894,-2.8536072
241857,2017-08-04 09:00:00,40.25,271.75,287.39276,-2.619934
241858,2017-08-04 10:00:00,40.25,271.75,286.25912,-2.5723877
241875,2017-08-05 03:00:00,40.25,271.75,287.62427,-2.550293
241954,2017-08-08 10:00:00,40.25,271.75,285.01282,-2.5417786
241976,2017-08-09 08:00:00,40.25,271.75,288.96143,-2.53479
241977,2017-08-09 09:00:00,40.25,271.75,288.50122,-2.7218323
241979,2017-08-09 11:00:00,40.25,271.75,287.55237,-2.916748
